Date,Description,Amount,Transaction Type,Category,Account Name
10/17/2018,Seafood Restaurant,1.75,debit,Restaurants,Platinum Card
09/04/2018,Biweekly Paycheck,982.27,debit,Credit Card Payment,Checking
04/22/2018,Shell,27.96,debit,Movies & DVDs,Platinum Card
03/03/2018,Mortgage Payment,198.99,debit,Restaurants,Checking
06/27/2018,Chevron,1.75,debit,Mobile Phone,Platinum Card
01/22/2018,Biweekly Paycheck,200.35,debit,Paycheck,Checking
11/13/2018,Liquor Store,102.33,debit,Mortgage & Rent,Platinum Card
03/15/2019,Internet Service Provider,13.92,debit,Credit Card Payment,Platinum Card
03/20/2019,City Water Charges,196.78,debit,Utilities,Checking
01/18/2019,Internet Service Provider,92.9,debit,Electronics & Software,Platinum Card
02/04/2018,Vietnamese Restaurant,182.96,debit,Restaurants,Platinum Card
01/02/2018,Amazon,61.0,debit,Home Improvement,Platinum Card
09/02/2018,Barbershop,199.47,debit,Shopping,Platinum Card
11/08/2018,Barbershop,189.9,debit,Groceries,Platinum Card
04/27/2018,Greek Restaurant,66.87,debit,Shopping,Platinum Card
02/19/2019,Pizza Place,139.18,debit,Gas & Fuel,Platinum Card
01/18/2019,Biweekly Paycheck,150.59,debit,Utilities,Checking
01/03/2019,Credit Card Payment,777.92,credit,Paycheck,Checking
05/15/2018,Biweekly Paycheck,63.88,debit,Restaurants,Platinum Card
07/15/2018,Conoco,1.75,debit,Auto Insurance,Platinum Card
08/31/2018,City Water Charges,1.75,debit,Television,Checking
04/16/2018,Credit Card Payment,2200.12,debit,Credit Card Payment,Platinum Card
06/02/2018,Amazon,59.55,debit,Restaurants,Silver Card
09/20/2019,Thai Restaurant,198.75,debit,Food & Dining,Silver Card
01/21/2019,Biweekly Paycheck,486.94,credit,Paycheck,Checking
11/19/2018,Biweekly Paycheck,29.39,credit,Paycheck,Platinum Card
08/17/2018,Conoco,89.48,debit,Entertainment,Platinum Card
11/08/2018,Amazon,84.28,debit,Internet,Platinum Card
12/18/2018,Netflix,1.75,debit,Gas & Fuel,Silver Card
11/02/2018,Valero,1.75,debit,Restaurants,Platinum Card
11/06/2018,QuikTrip,1.75,debit,Fast Food,Platinum Card
08/03/2018,Thai Restaurant,173.18,debit,Credit Card Payment,Platinum Card
04/27/2018,Amazon,42.32,debit,Restaurants,Platinum Card
01/02/2018,BP,121.85,debit,Credit Card Payment,Platinum Card
01/21/2019,Credit Card Payment,984.6,credit,Credit Card Payment,Checking
11/08/2018,Starbucks,1.75,debit,Restaurants,Platinum Card
07/06/2019,Phone Company,169.03,debit,Utilities,Platinum Card
12/06/2018,City Water Charges,186.96,credit,Credit Card Payment,Platinum Card
08/27/2018,City Water Charges,1.75,debit,Gas & Fuel,Silver Card
04/12/2018,BP,160.08,debit,Auto Insurance,Platinum Card
04/24/2018,Starbucks,2.28,debit,Credit Card Payment,Platinum Card
03/14/2019,Mediterranean Restaurant,74.35,debit,Gas & Fuel,Checking
05/14/2019,Italian Restaurant,83.88,debit,Food & Dining,Platinum Card
09/02/2018,Amazon,1.75,debit,Credit Card Payment,Platinum Card
02/13/2019,Netflix,168.16,debit,Electronics & Software,Platinum Card
01/31/2019,Biweekly Paycheck,2164.88,debit,Credit Card Payment,Checking
05/02/2019,Credit Card Payment,130.19,credit,Mortgage & Rent,Checking
04/22/2019,Greek Restaurant,1.75,debit,Movies & DVDs,Checking
01/10/2018,State Farm,169.4,debit,Paycheck,Platinum Card
10/16/2018,Grocery Store,1.75,debit,Groceries,Platinum Card
03/14/2019,Biweekly Paycheck,955.59,credit,Paycheck,Checking
03/08/2018,Amazon,3155.13,debit,Shopping,Platinum Card
03/08/2018,Amazon,84.66,debit,Coffee Shops,Platinum Card
03/01/2018,Credit Card Payment,449.33,credit,Paycheck,Checking
01/21/2019,Spotify,149.44,debit,Alcohol & Bars,Platinum Card
09/09/2018,Grocery Store,47.75,debit,Groceries,Platinum Card
04/22/2018,Grocery Store,93.93,debit,Utilities,Silver Card
01/05/2019,State Farm,1.75,debit,Mortgage & Rent,Platinum Card
01/15/2019,Grocery Store,1.75,debit,Utilities,Checking
08/27/2018,Tiny Deli,1.75,debit,Utilities,Platinum Card
12/07/2018,Netflix,17.78,debit,Restaurants,Platinum Card
07/15/2018,Exxon,182.57,debit,Restaurants,Platinum Card
03/05/2018,Credit Card Payment,486.58,credit,Paycheck,Checking
04/25/2019,Valero,184.03,debit,Music,Checking
04/19/2019,Biweekly Paycheck,161.56,debit,Mortgage & Rent,Checking
01/09/2018,Credit Card Payment,951.73,debit,Credit Card Payment,Checking
04/04/2018,Mortgage Payment,2119.54,debit,Mobile Phone,Checking
04/02/2018,Amazon,169.63,debit,Groceries,Platinum Card
05/07/2019,Netflix,1085.69,credit,Paycheck,Checking
01/19/2018,Credit Card Payment,3348.2,credit,Paycheck,Checking
05/06/2018,Japanese Restaurant,150.41,debit,Groceries,Platinum Card
12/18/2018,Chick-Fil-A,1.75,debit,Gas & Fuel,Platinum Card
10/09/2018,Grocery Store,1.75,debit,Alcohol & Bars,Platinum Card
01/14/2019,Hardware Store,1.75,debit,Restaurants,Silver Card
01/01/2018,Gas Company,1.75,debit,Utilities,Silver Card
01/25/2019,Greek Restaurant,197.82,debit,Gas & Fuel,Platinum Card
04/18/2018,Chick-Fil-A,1.75,debit,Restaurants,Platinum Card
02/01/2019,Barbershop,1.75,debit,Gas & Fuel,Platinum Card
04/04/2018,Credit Card Payment,1155.71,credit,Paycheck,Silver Card
03/09/2019,Biweekly Paycheck,1502.85,credit,Paycheck,Checking
07/09/2018,Phone Company,6.33,debit,Auto Insurance,Silver Card
10/23/2018,Starbucks,198.14,debit,Restaurants,Platinum Card
06/04/2018,Mortgage Payment,1.75,debit,Coffee Shops,Platinum Card
05/18/2018,Steakhouse,1.75,debit,Restaurants,Platinum Card
07/09/2018,Seafood Restaurant,37.13,debit,Utilities,Checking
12/06/2018,Mortgage Payment,1.75,debit,Restaurants,Platinum Card
11/12/2018,Pizza Place,194.69,debit,Fast Food,Platinum Card
07/15/2018,Amazon,195.09,debit,Electronics & Software,Checking
03/05/2018,Starbucks,1.75,debit,Shopping,Platinum Card
04/29/2018,Valero,176.3,debit,Groceries,Platinum Card
08/18/2018,Amazon,1.75,debit,Music,Platinum Card
01/02/2018,Starbucks,192.56,debit,Utilities,Platinum Card
12/17/2018,Japanese Restaurant,299.62,debit,Auto Insurance,Platinum Card
01/02/2018,Netflix,1.75,debit,Fast Food,Platinum Card
07/09/2018,American Tavern,1.75,debit,Alcohol & Bars,Platinum Card
12/28/2018,Credit Card Payment,590.01,credit,Credit Card Payment,Platinum Card
02/05/2018,Thai Restaurant,125.76,debit,Gas & Fuel,Checking
11/12/2018,Grocery Store,1.75,debit,Restaurants,Silver Card
04/19/2019,Mike's Construction Co.,1.75,debit,Groceries,Platinum Card
05/28/2018,Internet Service Provider,1.75,debit,Utilities,Platinum Card
10/17/2018,Brewing Company,665.74,debit,Restaurants,Platinum Card
01/13/2018,Hardware Store,1.75,debit,Groceries,Platinum Card
03/18/2019,Biweekly Paycheck,3230.18,credit,Paycheck,Checking
02/16/2019,Biweekly Paycheck,979.55,debit,Restaurants,Silver Card
04/19/2019,Bojangles,1.75,debit,Alcohol & Bars,Checking
08/27/2018,Grocery Store,198.76,debit,Haircut,Silver Card
06/02/2018,Credit Card Payment,1.75,debit,Music,Platinum Card
09/12/2019,Credit Card Payment,2097.67,credit,Paycheck,Checking
05/27/2019,Brewing Company,1.75,debit,Utilities,Platinum Card
01/13/2018,Shell,176.61,debit,Home Improvement,Platinum Card
02/07/2019,Credit Card Payment,2173.25,credit,Paycheck,Checking
04/24/2018,Biweekly Paycheck,3259.58,credit,Paycheck,Checking
03/15/2019,Chevron,1633.65,credit,Credit Card Payment,Checking
04/14/2018,BP,111.85,debit,Shopping,Platinum Card
04/02/2018,Pizza Place,1.75,debit,Music,Checking
04/24/2018,Irish Restaurant,171.17,debit,Groceries,Platinum Card
05/10/2019,Credit Card Payment,76.76,debit,Paycheck,Platinum Card
08/01/2018,Amazon Video,1.75,debit,Home Improvement,Platinum Card
01/20/2018,Spotify,179.09,debit,Groceries,Silver Card
08/14/2019,Credit Card Payment,3248.89,debit,Utilities,Checking
07/26/2018,American Tavern,170.85,debit,Fast Food,Platinum Card
07/15/2018,State Farm,1.75,debit,Shopping,Platinum Card
03/29/2019,Hardware Store,1.75,debit,Restaurants,Platinum Card
08/15/2018,Biweekly Paycheck,1743.77,credit,Paycheck,Checking
08/30/2019,Netflix,1.75,debit,Shopping,Platinum Card
10/04/2018,Shell,1753.39,debit,Music,Platinum Card
05/09/2019,Grocery Store,42.78,debit,Home Improvement,Platinum Card
06/07/2019,Biweekly Paycheck,174.2,debit,Paycheck,Checking
08/24/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
03/03/2018,Biweekly Paycheck,538.5,credit,Paycheck,Checking
01/21/2019,Biweekly Paycheck,3098.26,credit,Paycheck,Checking
02/14/2018,Gas Company,1.75,debit,Restaurants,Platinum Card
05/01/2018,Amazon,1.75,debit,Restaurants,Platinum Card
08/31/2018,Grocery Store,1.75,debit,Music,Checking
05/17/2018,Power Company,160.34,debit,Gas & Fuel,Silver Card
07/15/2018,Grocery Store,117.01,debit,Restaurants,Platinum Card
02/05/2019,Latin Restaurant,196.78,debit,Restaurants,Checking
03/07/2018,Circle K,1526.11,debit,Auto Insurance,Platinum Card
12/21/2018,Phone Company,1.75,debit,Credit Card Payment,Platinum Card
04/16/2018,Amazon,149.02,debit,Coffee Shops,Platinum Card
05/14/2019,City Water Charges,199.71,debit,Fast Food,Checking
06/01/2018,Biweekly Paycheck,973.04,debit,Paycheck,Checking
07/09/2018,Power Company,1.75,debit,Home Improvement,Platinum Card
06/06/2018,Greek Restaurant,44.58,debit,Restaurants,Platinum Card
11/19/2018,Credit Card Payment,18.78,debit,Auto Insurance,Silver Card
05/04/2019,Credit Card Payment,3350.41,credit,Credit Card Payment,Checking
08/06/2018,Credit Card Payment,272.39,debit,Credit Card Payment,Checking
06/27/2018,Hardware Store,169.2,debit,Music,Silver Card
01/01/2018,Sushi Restaurant,1.75,debit,Haircut,Silver Card
01/14/2019,Grocery Store,1.75,debit,Groceries,Platinum Card
04/08/2019,Power Company,671.79,debit,Electronics & Software,Platinum Card
05/14/2019,City Water Charges,173.26,debit,Home Improvement,Checking
01/21/2019,Liquor Store,176.6,debit,Shopping,Platinum Card
05/28/2018,Brunch Restaurant,145.9,debit,Gas & Fuel,Platinum Card
07/09/2018,Amazon,1.75,debit,Restaurants,Platinum Card
02/19/2019,Hardware Store,1.75,debit,Mortgage & Rent,Silver Card
05/12/2018,Liquor Store,1.75,debit,Credit Card Payment,Platinum Card
03/13/2019,Biweekly Paycheck,3191.18,credit,Paycheck,Checking
04/23/2018,City Water Charges,150.66,credit,Utilities,Checking
03/07/2018,Credit Card Payment,2315.93,credit,Credit Card Payment,Checking
07/08/2018,Credit Card Payment,89.89,debit,Credit Card Payment,Silver Card
03/02/2018,Biweekly Paycheck,3332.68,credit,Credit Card Payment,Checking
06/19/2018,Biweekly Paycheck,2207.67,credit,Paycheck,Checking
03/18/2019,Credit Card Payment,3162.84,credit,Paycheck,Checking
02/03/2018,Credit Card Payment,1.75,credit,Paycheck,Checking
11/19/2018,Amazon,1.75,debit,Television,Platinum Card
03/09/2018,Grocery Store,1.75,debit,Shopping,Platinum Card
08/02/2019,Chevron,1.75,debit,Shopping,Silver Card
05/15/2018,Biweekly Paycheck,1.75,credit,Credit Card Payment,Checking
12/06/2018,Chick-Fil-A,186.25,debit,Restaurants,Checking
01/21/2019,Amazon,73.23,debit,Restaurants,Platinum Card
08/20/2018,State Farm,1.75,debit,Utilities,Checking
02/04/2019,Shell,78.53,debit,Groceries,Silver Card
04/27/2018,Japanese Restaurant,197.77,debit,Restaurants,Platinum Card
05/17/2018,Starbucks,1.75,debit,Music,Platinum Card
03/20/2019,Phone Company,1.75,debit,Fast Food,Checking
08/15/2018,Credit Card Payment,1.75,credit,Credit Card Payment,Platinum Card
05/21/2018,New York Deli,149.05,debit,Fast Food,Silver Card
01/15/2019,Amazon Video,151.55,debit,Restaurants,Platinum Card
04/22/2018,Conoco,3356.67,credit,Credit Card Payment,Silver Card
03/05/2018,Seafood Restaurant,161.4,debit,Internet,Silver Card
05/05/2018,Grocery Store,1.75,debit,Auto Insurance,Platinum Card
06/15/2018,Irish Restaurant,13.31,debit,Restaurants,Checking
06/20/2018,City Water Charges,184.81,credit,Paycheck,Platinum Card
07/09/2018,Barbershop,138.17,debit,Gas & Fuel,Platinum Card
05/02/2018,Gas Company,140.94,debit,Food & Dining,Platinum Card
10/23/2018,Roadside Diner,21.85,debit,Gas & Fuel,Platinum Card
11/06/2018,Power Company,40.88,debit,Shopping,Platinum Card
01/20/2018,Pizza Place,108.31,debit,Coffee Shops,Silver Card
06/02/2018,Go Mart,149.31,debit,Restaurants,Checking
05/28/2018,Spotify,1.75,debit,Gas & Fuel,Platinum Card
04/18/2019,Mike's Construction Co.,23.97,debit,Groceries,Silver Card
05/22/2018,Internet Service Provider,200.05,debit,Shopping,Checking
04/15/2019,Brunch Restaurant,163.69,debit,Paycheck,Checking
04/01/2018,Blue Sky Market,171.7,debit,Utilities,Silver Card
09/01/2018,Thai Restaurant,102.67,debit,Restaurants,Platinum Card
04/26/2019,Netflix,199.13,debit,Coffee Shops,Checking
11/08/2018,Shell,80.48,debit,Credit Card Payment,Platinum Card
01/05/2019,Credit Card Payment,2216.59,credit,Credit Card Payment,Checking
07/08/2019,Amazon,156.05,debit,Shopping,Platinum Card
05/05/2018,Starbucks,198.53,debit,Shopping,Silver Card
05/02/2018,Phone Company,200.32,debit,Auto Insurance,Checking
02/15/2019,Starbucks,199.06,debit,Home Improvement,Silver Card
12/12/2018,Wendy's,184.85,debit,Shopping,Platinum Card
06/19/2018,Grocery Store,154.29,debit,Movies & DVDs,Platinum Card
06/09/2018,Brewing Company,1.75,debit,Fast Food,Platinum Card
05/02/2018,Barbershop,115.25,debit,Mobile Phone,Platinum Card
09/01/2018,Internet Service Provider,195.52,debit,Restaurants,Platinum Card
01/24/2019,Gas Company,199.34,debit,Shopping,Platinum Card
08/15/2018,Amazon,1.75,debit,Home Improvement,Platinum Card
11/26/2018,Power Company,133.55,debit,Restaurants,Platinum Card
01/09/2018,Spotify,175.59,debit,Shopping,Platinum Card
08/22/2018,Biweekly Paycheck,199.93,debit,Gas & Fuel,Platinum Card
01/04/2019,Mortgage Payment,141.69,debit,Mortgage & Rent,Checking
12/24/2018,Hardware Store,166.62,debit,Gas & Fuel,Silver Card
04/23/2018,Internet Service Provider,176.43,debit,Restaurants,Platinum Card
06/03/2018,Grocery Store,194.46,debit,Restaurants,Silver Card
05/01/2019,Biweekly Paycheck,1771.48,credit,Credit Card Payment,Checking
01/31/2019,Biweekly Paycheck,3289.87,credit,Paycheck,Checking
11/19/2018,Brewing Company,176.64,debit,Music,Checking
11/06/2018,Credit Card Payment,1652.68,credit,Credit Card Payment,Checking
06/14/2019,Credit Card Payment,97.36,debit,Gas & Fuel,Checking
06/21/2018,Movie Theater,86.18,debit,Coffee Shops,Silver Card
03/09/2019,American Tavern,198.88,debit,Auto Insurance,Platinum Card
06/08/2018,Biweekly Paycheck,266.19,credit,Credit Card Payment,Checking
03/05/2019,Hardware Store,172.36,debit,Restaurants,Checking
06/21/2018,Amazon,1.75,debit,Fast Food,Platinum Card
05/10/2019,Gas Company,147.26,debit,Home Improvement,Checking
11/06/2018,Amazon,78.66,debit,Shopping,Platinum Card
05/22/2018,City Water Charges,77.25,debit,Home Improvement,Platinum Card
04/03/2018,Belgian Restaurant,391.46,debit,Groceries,Platinum Card
04/01/2018,Italian Restaurant,1.75,debit,Restaurants,Platinum Card
01/14/2019,Amazon,1.75,debit,Mortgage & Rent,Platinum Card
05/21/2018,Hardware Store,1.75,debit,Fast Food,Silver Card
07/02/2019,Roadside Diner,57.25,debit,Shopping,Platinum Card
06/20/2018,Biweekly Paycheck,3097.36,credit,Restaurants,Checking
04/08/2018,Amazon,183.32,debit,Groceries,Platinum Card
08/20/2018,Biweekly Paycheck,841.77,credit,Paycheck,Checking
06/22/2018,Movie Theater,187.16,debit,Gas & Fuel,Platinum Card
07/04/2019,Amazon,54.05,debit,Music,Silver Card
03/22/2019,Grocery Store,195.26,debit,Credit Card Payment,Checking
06/12/2018,Grocery Store,200.53,debit,Restaurants,Platinum Card
04/09/2018,Spotify,81.44,debit,Groceries,Platinum Card
04/22/2019,Grocery Store,1.75,debit,Music,Checking
02/15/2019,Starbucks,175.58,debit,Fast Food,Platinum Card
06/04/2018,Thai Restaurant,198.88,debit,Fast Food,Silver Card
04/14/2018,Greek Restaurant,2162.36,debit,Entertainment,Platinum Card
09/01/2018,Bojangles,1.75,debit,Electronics & Software,Platinum Card
07/15/2018,Grocery Store,1.75,debit,Gas & Fuel,Platinum Card
02/09/2018,Vietnamese Restaurant,192.7,debit,Food & Dining,Platinum Card
02/15/2019,Grocery Store,28.23,debit,Fast Food,Platinum Card
11/30/2018,Bojangles,157.63,debit,Credit Card Payment,Platinum Card
07/18/2019,Mortgage Payment,159.4,debit,Gas & Fuel,Checking
01/13/2018,Gas Company,1.75,debit,Shopping,Platinum Card
04/16/2018,Amazon,1.75,debit,Utilities,Platinum Card
01/21/2019,BBQ Restaurant,199.51,debit,Shopping,Platinum Card
07/09/2018,Power Company,974.41,debit,Auto Insurance,Platinum Card
08/15/2018,Biweekly Paycheck,3339.11,debit,Paycheck,Platinum Card
06/23/2018,Amazon,194.17,debit,Restaurants,Checking
05/01/2018,Thai Restaurant,26.45,debit,Shopping,Platinum Card
06/23/2018,BBQ Restaurant,200.0,debit,Restaurants,Platinum Card
06/15/2018,State Farm,200.34,debit,Groceries,Silver Card
05/21/2018,Grocery Store,200.12,debit,Credit Card Payment,Platinum Card
04/28/2018,Hardware Store,1.75,debit,Shopping,Platinum Card
02/05/2019,Credit Card Payment,809.8,credit,Credit Card Payment,Checking
06/08/2018,Biweekly Paycheck,142.72,debit,Paycheck,Platinum Card
06/25/2018,Credit Card Payment,117.8,credit,Food & Dining,Silver Card
12/01/2018,Grocery Store,147.8,debit,Utilities,Silver Card
03/12/2019,Credit Card Payment,3237.92,credit,Paycheck,Checking
07/09/2018,Greek Restaurant,96.68,debit,Restaurants,Platinum Card
03/04/2019,Brunch Restaurant,188.42,debit,Groceries,Checking
08/20/2018,Bojangles,184.02,debit,Food & Dining,Silver Card
06/21/2018,Amazon,1.75,debit,Groceries,Platinum Card
06/08/2018,Amazon,195.45,debit,Groceries,Platinum Card
07/14/2018,Italian Restaurant,199.8,debit,Shopping,Platinum Card
01/21/2019,Biweekly Paycheck,3306.08,credit,Paycheck,Checking
04/25/2018,Japanese Restaurant,975.17,credit,Paycheck,Checking
01/12/2018,American Tavern,199.73,debit,Alcohol & Bars,Silver Card
07/15/2018,Amazon,1.75,debit,Shopping,Platinum Card
03/01/2019,Credit Card Payment,199.62,credit,Credit Card Payment,Platinum Card
04/24/2018,Amazon,1.75,debit,Internet,Platinum Card
07/10/2018,Biweekly Paycheck,3089.48,credit,Paycheck,Checking
01/22/2018,Japanese Restaurant,1.75,debit,Utilities,Platinum Card
08/06/2019,Amazon,107.0,debit,Movies & DVDs,Platinum Card
11/26/2018,Bakery Place,147.32,debit,Groceries,Platinum Card
06/16/2018,Thai Restaurant,45.58,debit,Fast Food,Platinum Card
05/02/2018,Grocery Store,1.75,debit,Mortgage & Rent,Platinum Card
06/23/2018,Starbucks,1.75,debit,Entertainment,Platinum Card
01/01/2018,Biweekly Paycheck,937.68,credit,Credit Card Payment,Checking
09/02/2018,Fancy Restaurant,1.75,debit,Mortgage & Rent,Platinum Card
05/28/2019,Netflix,1.75,debit,Restaurants,Platinum Card
10/31/2018,Amazon,1.75,debit,Restaurants,Platinum Card
06/26/2018,Biweekly Paycheck,1551.58,credit,Paycheck,Checking
05/12/2018,Credit Card Payment,989.0,debit,Credit Card Payment,Platinum Card
05/06/2018,Gas Company,173.26,debit,Utilities,Silver Card
03/18/2019,Credit Card Payment,2202.45,credit,Credit Card Payment,Checking
07/27/2019,Best Buy,1853.57,debit,Utilities,Silver Card
05/17/2018,Credit Card Payment,1762.57,credit,Paycheck,Checking
03/22/2019,Biweekly Paycheck,691.1,debit,Credit Card Payment,Checking
05/03/2018,Grocery Store,151.24,debit,Movies & DVDs,Platinum Card
03/20/2019,Movie Theater,199.04,debit,Movies & DVDs,Platinum Card
01/09/2018,Japanese Restaurant,1.75,debit,Restaurants,Silver Card
02/16/2018,Biweekly Paycheck,869.73,credit,Haircut,Checking
01/04/2019,Power Company,123.92,debit,Utilities,Platinum Card
10/10/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
04/04/2018,Greek Restaurant,1.75,debit,Gas & Fuel,Platinum Card
04/22/2018,Biweekly Paycheck,1192.08,debit,Paycheck,Checking
06/22/2018,Hardware Store,172.11,debit,Alcohol & Bars,Platinum Card
01/21/2019,Credit Card Payment,3302.35,debit,Credit Card Payment,Platinum Card
02/14/2018,City Water Charges,1.75,debit,Restaurants,Checking
